GEO.id,GEO.id2,GEO.display-label
0500000US42115,42115,"Susquehanna County, Pennsylvania"
0500000US42117,42117,"Tioga County, Pennsylvania"
0500000US42119,42119,"Union County, Pennsylvania"
0500000US42121,42121,"Venango County, Pennsylvania"
0500000US42123,42123,"Warren County, Pennsylvania"
0500000US42125,42125,"Washington County, Pennsylvania"
0500000US42127,42127,"Wayne County, Pennsylvania"
0500000US42129,42129,"Westmoreland County, Pennsylvania"
0500000US42131,42131,"Wyoming County, Pennsylvania"
0500000US42133,42133,"York County, Pennsylvania"
0500000US51001,51001,"Accomack County, Virginia"
0500000US51003,51003,"Albemarle County, Virginia"
0500000US51005,51005,"Alleghany County, Virginia"
0500000US51007,51007,"Amelia County, Virginia"
0500000US51009,51009,"Amherst County, Virginia"
0500000US51011,51011,"Appomattox County, Virginia"
0500000US51013,51013,"Arlington County, Virginia"
0500000US51015,51015,"Augusta County, Virginia"
0500000US51017,51017,"Bath County, Virginia"
0500000US51019,51019,"Bedford County, Virginia"
0500000US51021,51021,"Bland County, Virginia"
0500000US51023,51023,"Botetourt County, Virginia"
0500000US51025,51025,"Brunswick County, Virginia"
0500000US51027,51027,"Buchanan County, Virginia"
0500000US51029,51029,"Buckingham County, Virginia"
0500000US51031,51031,"Campbell County, Virginia"
0500000US51033,51033,"Caroline County, Virginia"
0500000US51035,51035,"Carroll County, Virginia"
0500000US51036,51036,"Charles City County, Virginia"
0500000US51037,51037,"Charlotte County, Virginia"
0500000US51041,51041,"Chesterfield County, Virginia"
0500000US51043,51043,"Clarke County, Virginia"
0500000US51045,51045,"Craig County, Virginia"
0500000US51047,51047,"Culpeper County, Virginia"
0500000US51049,51049,"Cumberland County, Virginia"
0500000US51051,51051,"Dickenson County, Virginia"
0500000US51053,51053,"Dinwiddie County, Virginia"
0500000US51057,51057,"Essex County, Virginia"
0500000US51059,51059,"Fairfax County, Virginia"
0500000US51061,51061,"Fauquier County, Virginia"
0500000US51063,51063,"Floyd County, Virginia"
0500000US51065,51065,"Fluvanna County, Virginia"
0500000US51067,51067,"Franklin County, Virginia"
0500000US51069,51069,"Frederick County, Virginia"
0500000US51071,51071,"Giles County, Virginia"
0500000US51073,51073,"Gloucester County, Virginia"
0500000US51075,51075,"Goochland County, Virginia"
0500000US51077,51077,"Grayson County, Virginia"
0500000US51079,51079,"Greene County, Virginia"
0500000US51081,51081,"Greensville County, Virginia"
0500000US51083,51083,"Halifax County, Virginia"
0500000US51085,51085,"Hanover County, Virginia"
0500000US51087,51087,"Henrico County, Virginia"
0500000US51089,51089,"Henry County, Virginia"
0500000US51091,51091,"Highland County, Virginia"
0500000US51093,51093,"Isle of Wight County, Virginia"
0500000US51095,51095,"James City County, Virginia"
0500000US51097,51097,"King and Queen County, Virginia"
0500000US51099,51099,"King George County, Virginia"
0500000US51101,51101,"King William County, Virginia"
0500000US51103,51103,"Lancaster County, Virginia"
0500000US51105,51105,"Lee County, Virginia"
0500000US51107,51107,"Loudoun County, Virginia"
0500000US51109,51109,"Louisa County, Virginia"
0500000US51111,51111,"Lunenburg County, Virginia"
0500000US51113,51113,"Madison County, Virginia"
0500000US51115,51115,"Mathews County, Virginia"
0500000US51117,51117,"Mecklenburg County, Virginia"
0500000US51119,51119,"Middlesex County, Virginia"
0500000US51121,51121,"Montgomery County, Virginia"
0500000US51125,51125,"Nelson County, Virginia"
0500000US51127,51127,"New Kent County, Virginia"
0500000US51131,51131,"Northampton County, Virginia"
0500000US51133,51133,"Northumberland County, Virginia"
0500000US51135,51135,"Nottoway County, Virginia"
0500000US51137,51137,"Orange County, Virginia"
0500000US51139,51139,"Page County, Virginia"
0500000US51141,51141,"Patrick County, Virginia"
0500000US51143,51143,"Pittsylvania County, Virginia"
0500000US51145,51145,"Powhatan County, Virginia"
0500000US51147,51147,"Prince Edward County, Virginia"
0500000US51149,51149,"Prince George County, Virginia"
0500000US51153,51153,"Prince William County, Virginia"
0500000US51155,51155,"Pulaski County, Virginia"
0500000US51157,51157,"Rappahannock County, Virginia"
0500000US51159,51159,"Richmond County, Virginia"
0500000US51161,51161,"Roanoke County, Virginia"
0500000US51163,51163,"Rockbridge County, Virginia"
0500000US51165,51165,"Rockingham County, Virginia"
0500000US51167,51167,"Russell County, Virginia"
0500000US51169,51169,"Scott County, Virginia"
0500000US51171,51171,"Shenandoah County, Virginia"
0500000US51173,51173,"Smyth County, Virginia"
0500000US51175,51175,"Southampton County, Virginia"
0500000US51177,51177,"Spotsylvania County, Virginia"
0500000US51179,51179,"Stafford County, Virginia"
0500000US51181,51181,"Surry County, Virginia"
0500000US51183,51183,"Sussex County, Virginia"
0500000US51185,51185,"Tazewell County, Virginia"
0500000US51187,51187,"Warren County, Virginia"
0500000US51191,51191,"Washington County, Virginia"
0500000US51193,51193,"Westmoreland County, Virginia"
0500000US51195,51195,"Wise County, Virginia"
0500000US51197,51197,"Wythe County, Virginia"
0500000US51199,51199,"York County, Virginia"
0500000US51510,51510,"Alexandria city, Virginia"
0500000US51515,51515,"Bedford city, Virginia"
0500000US51520,51520,"Bristol city, Virginia"
0500000US51530,51530,"Buena Vista city, Virginia"
0500000US51540,51540,"Charlottesville city, Virginia"
0500000US51550,51550,"Chesapeake city, Virginia"
0500000US51570,51570,"Colonial Heights city, Virginia"
0500000US51580,51580,"Covington city, Virginia"
0500000US51590,51590,"Danville city, Virginia"
0500000US51595,51595,"Emporia city, Virginia"
0500000US51600,51600,"Fairfax city, Virginia"
0500000US51610,51610,"Falls Church city, Virginia"
0500000US51620,51620,"Franklin city, Virginia"
0500000US51630,51630,"Fredericksburg city, Virginia"
0500000US51640,51640,"Galax city, Virginia"
0500000US51650,51650,"Hampton city, Virginia"
0500000US51660,51660,"Harrisonburg city, Virginia"
0500000US51670,51670,"Hopewell city, Virginia"
0500000US51678,51678,"Lexington city, Virginia"
0500000US51680,51680,"Lynchburg city, Virginia"
0500000US51683,51683,"Manassas city, Virginia"
0500000US51685,51685,"Manassas Park city, Virginia"
0500000US51690,51690,"Martinsville city, Virginia"
0500000US51700,51700,"Newport News city, Virginia"
0500000US51710,51710,"Norfolk city, Virginia"
0500000US51720,51720,"Norton city, Virginia"
0500000US51730,51730,"Petersburg city, Virginia"
0500000US51735,51735,"Poquoson city, Virginia"
0500000US51740,51740,"Portsmouth city, Virginia"
0500000US51750,51750,"Radford city, Virginia"
0500000US51760,51760,"Richmond city, Virginia"
0500000US51770,51770,"Roanoke city, Virginia"
0500000US51775,51775,"Salem city, Virginia"
0500000US51790,51790,"Staunton city, Virginia"
0500000US51800,51800,"Suffolk city, Virginia"
0500000US51810,51810,"Virginia Beach city, Virginia"
0500000US51820,51820,"Waynesboro city, Virginia"
0500000US51830,51830,"Williamsburg city, Virginia"
0500000US51840,51840,"Winchester city, Virginia"
0500000US54001,54001,"Barbour County, West Virginia"
0500000US54003,54003,"Berkeley County, West Virginia"
0500000US54005,54005,"Boone County, West Virginia"
0500000US54007,54007,"Braxton County, West Virginia"
0500000US54009,54009,"Brooke County, West Virginia"
0500000US54011,54011,"Cabell County, West Virginia"
0500000US54013,54013,"Calhoun County, West Virginia"
0500000US54015,54015,"Clay County, West Virginia"
0500000US54017,54017,"Doddridge County, West Virginia"
0500000US54019,54019,"Fayette County, West Virginia"
0500000US54021,54021,"Gilmer County, West Virginia"
0500000US54023,54023,"Grant County, West Virginia"
0500000US54025,54025,"Greenbrier County, West Virginia"
0500000US54027,54027,"Hampshire County, West Virginia"
0500000US54029,54029,"Hancock County, West Virginia"
0500000US54031,54031,"Hardy County, West Virginia"
0500000US54033,54033,"Harrison County, West Virginia"
0500000US54035,54035,"Jackson County, West Virginia"
0500000US54037,54037,"Jefferson County, West Virginia"
0500000US54039,54039,"Kanawha County, West Virginia"
0500000US54041,54041,"Lewis County, West Virginia"
0500000US54043,54043,"Lincoln County, West Virginia"
0500000US54045,54045,"Logan County, West Virginia"
0500000US54047,54047,"McDowell County, West Virginia"
0500000US54049,54049,"Marion County, West Virginia"
0500000US54051,54051,"Marshall County, West Virginia"
0500000US54053,54053,"Mason County, West Virginia"
0500000US54055,54055,"Mercer County, West Virginia"
0500000US54057,54057,"Mineral County, West Virginia"
0500000US54059,54059,"Mingo County, West Virginia"
0500000US54061,54061,"Monongalia County, West Virginia"
0500000US54063,54063,"Monroe County, West Virginia"
0500000US54065,54065,"Morgan County, West Virginia"
0500000US54067,54067,"Nicholas County, West Virginia"
0500000US54069,54069,"Ohio County, West Virginia"
0500000US54071,54071,"Pendleton County, West Virginia"
0500000US54073,54073,"Pleasants County, West Virginia"
0500000US54075,54075,"Pocahontas County, West Virginia"
0500000US54077,54077,"Preston County, West Virginia"
0500000US54079,54079,"Putnam County, West Virginia"
0500000US54081,54081,"Raleigh County, West Virginia"
0500000US54083,54083,"Randolph County, West Virginia"
0500000US54085,54085,"Ritchie County, West Virginia"
0500000US54087,54087,"Roane County, West Virginia"
0500000US54089,54089,"Summers County, West Virginia"
0500000US54091,54091,"Taylor County, West Virginia"
0500000US54093,54093,"Tucker County, West Virginia"
0500000US54095,54095,"Tyler County, West Virginia"
0500000US54097,54097,"Upshur County, West Virginia"
0500000US54099,54099,"Wayne County, West Virginia"
0500000US54101,54101,"Webster County, West Virginia"
0500000US54103,54103,"Wetzel County, West Virginia"
0500000US54105,54105,"Wirt County, West Virginia"
0500000US54107,54107,"Wood County, West Virginia"
0500000US54109,54109,"Wyoming County, West Virginia"
